close,date
3009314393,Sun Feb 01 04:45:16 +0000 2015
764458746,Fri Aug 17 21:15:54 +0000 2012
129915871,Mon Apr 05 20:03:06 +0000 2010
4533536474,Sat Dec 12 01:33:48 +0000 2015
917184333361963010,Mon Oct 09 00:26:00 +0000 2017
94754817,Sat Dec 05 08:27:09 +0000 2009
1872385052,Mon Sep 16 17:14:02 +0000 2013
907800947736420352,Wed Sep 13 02:59:46 +0000 2017
911601007808966657,Sat Sep 23 14:39:51 +0000 2017
185707806,Wed Sep 01 16:59:49 +0000 2010
909830755299266560,Mon Sep 18 17:25:30 +0000 2017
182538123,Tue Aug 24 20:50:30 +0000 2010
888411202988015617,Fri Jul 21 14:51:51 +0000 2017
861771512520613888,Tue May 09 02:35:14 +0000 2017
546246116,Thu Apr 05 20:04:13 +0000 2012
117910357,Sat Feb 27 01:03:24 +0000 2010
375770595,Sun Sep 18 18:11:36 +0000 2011
346877039,Mon Aug 01 23:51:27 +0000 2011
813189830892867585,Mon Dec 26 01:08:58 +0000 2016
857643627878678528,Thu Apr 27 17:12:29 +0000 2017
877619419165413377,Wed Jun 21 20:09:09 +0000 2017
2266742395,Sun Dec 29 02:31:54 +0000 2013
872821652932902912,Thu Jun 08 14:24:33 +0000 2017
1639574347,Fri Aug 02 04:14:56 +0000 2013
865219374587707392,Thu May 18 14:55:48 +0000 2017
1226962886,Thu Feb 28 07:30:07 +0000 2013
856172744106528768,Sun Apr 23 15:47:43 +0000 2017
1403300875,Sat May 04 20:07:45 +0000 2013
146109132,Thu May 20 16:26:41 +0000 2010
1305936296,Tue Mar 26 23:34:39 +0000 2013
1101241316,Fri Jan 18 15:21:40 +0000 2013
3304280903,Sun May 31 02:24:36 +0000 2015
847289686775087105,Thu Mar 30 03:29:38 +0000 2017
607387205,Wed Jun 13 17:22:24 +0000 2012
837878448488079360,Sat Mar 04 04:12:43 +0000 2017
322863911,Thu Jun 23 21:33:57 +0000 2011
2248840010,Mon Dec 16 14:28:48 +0000 2013
273708283,Tue Mar 29 00:55:39 +0000 2011
709772890539958272,Tue Mar 15 16:06:58 +0000 2016
792162987473723392,Sat Oct 29 00:35:48 +0000 2016
2751077401,Thu Aug 21 02:14:00 +0000 2014
170365065,Sat Jul 24 16:49:21 +0000 2010
807845854937628672,Sun Dec 11 07:13:55 +0000 2016
819032194723315713,Wed Jan 11 04:04:26 +0000 2017
2717567137,Fri Aug 08 17:11:54 +0000 2014
1193079728,Mon Feb 18 12:49:28 +0000 2013
767745647273357316,Mon Aug 22 15:30:01 +0000 2016
132775248,Wed Apr 14 04:23:07 +0000 2010
792505151340683264,Sat Oct 29 23:15:26 +0000 2016
551723764,Thu Apr 12 09:55:05 +0000 2012
788949853753581568,Thu Oct 20 03:47:58 +0000 2016
141807908,Sun May 09 03:20:17 +0000 2010
805624843,Wed Sep 05 23:30:53 +0000 2012
127317044,Sun Mar 28 20:18:54 +0000 2010
149379956,Sat May 29 04:12:59 +0000 2010
122698388,Sat Mar 13 15:43:48 +0000 2010
771403035071377408,Thu Sep 01 17:43:10 +0000 2016
559919610,Sat Apr 21 20:11:24 +0000 2012
772024367039516672,Sat Sep 03 10:52:07 +0000 2016
164023118,Wed Jul 07 21:23:24 +0000 2010
769275621843279872,Fri Aug 26 20:49:35 +0000 2016
767844034484244484,Mon Aug 22 22:00:58 +0000 2016
763568138948448257,Thu Aug 11 02:50:05 +0000 2016
2458768939,Tue Apr 22 22:05:34 +0000 2014
765322074613223424,Mon Aug 15 22:59:36 +0000 2016
547197846,Fri Apr 06 21:18:55 +0000 2012
749113757578588161,Sat Jul 02 05:33:32 +0000 2016
2224289510,Sun Dec 01 05:33:16 +0000 2013
1573232270,Sat Jul 06 17:05:28 +0000 2013
702716036425125889,Thu Feb 25 04:45:33 +0000 2016
